,iso_code,continent,location,Date ,new_cases_per_million,new_deaths_per_million,new_tests_per_thousand,positive_rate,people_vaccinated,population,population_density,median_age,gdp_per_capita,hospital_beds_per_thousand,life_expectancy
15966,CHN,Asia,China,2021-02-01,0.021,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15965,CHN,Asia,China,2021-01-31,0.029,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15964,CHN,Asia,China,2021-01-30,0.064,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15963,CHN,Asia,China,2021-01-29,0.036,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15962,CHN,Asia,China,2021-01-28,0.036,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15961,CHN,Asia,China,2021-01-27,0.038,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15960,CHN,Asia,China,2021-01-26,0.052,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15959,CHN,Asia,China,2021-01-25,0.057,0.001,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15958,CHN,Asia,China,2021-01-24,0.086,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15957,CHN,Asia,China,2021-01-23,0.056,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15956,CHN,Asia,China,2021-01-22,0.069,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15955,CHN,Asia,China,2021-01-21,0.077,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15954,CHN,Asia,China,2021-01-20,0.1,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15953,CHN,Asia,China,2021-01-19,0.072,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15952,CHN,Asia,China,2021-01-18,0.082,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15951,CHN,Asia,China,2021-01-17,0.076,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15950,CHN,Asia,China,2021-01-16,0.076,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15949,CHN,Asia,China,2021-01-15,0.09,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15948,CHN,Asia,China,2021-01-14,0.1,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15947,CHN,Asia,China,2021-01-13,0.096,0.001,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15946,CHN,Asia,China,2021-01-12,0.08,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15945,CHN,Asia,China,2021-01-11,0.038,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15944,CHN,Asia,China,2021-01-10,0.072,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15943,CHN,Asia,China,2021-01-09,0.048,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15942,CHN,Asia,China,2021-01-08,0.023,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15941,CHN,Asia,China,2021-01-07,0.037,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15940,CHN,Asia,China,2021-01-06,0.044,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15939,CHN,Asia,China,2021-01-05,0.022,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15938,CHN,Asia,China,2021-01-04,0.023,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15937,CHN,Asia,China,2021-01-03,0.023,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15936,CHN,Asia,China,2021-01-02,0.019,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15935,CHN,Asia,China,2021-01-01,0.013,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15934,CHN,Asia,China,2020-12-31,0.013,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15933,CHN,Asia,China,2020-12-30,0.017,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15932,CHN,Asia,China,2020-12-29,0.017,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15931,CHN,Asia,China,2020-12-28,0.019,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15930,CHN,Asia,China,2020-12-27,0.015,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15929,CHN,Asia,China,2020-12-26,0.015,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15928,CHN,Asia,China,2020-12-25,0.014,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15927,CHN,Asia,China,2020-12-24,0.01,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15926,CHN,Asia,China,2020-12-23,0.012,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15925,CHN,Asia,China,2020-12-22,0.01,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15924,CHN,Asia,China,2020-12-21,0.01,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15923,CHN,Asia,China,2020-12-20,0.016,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15922,CHN,Asia,China,2020-12-19,0.016,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15921,CHN,Asia,China,2020-12-18,0.012,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15920,CHN,Asia,China,2020-12-17,0.008,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15919,CHN,Asia,China,2020-12-16,0.005,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15918,CHN,Asia,China,2020-12-15,0.008,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15917,CHN,Asia,China,2020-12-14,0.012,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15916,CHN,Asia,China,2020-12-13,0.011,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15915,CHN,Asia,China,2020-12-12,0.017,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15914,CHN,Asia,China,2020-12-11,0.009,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15913,CHN,Asia,China,2020-12-10,0.01,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15912,CHN,Asia,China,2020-12-09,0.008,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15911,CHN,Asia,China,2020-12-08,0.008,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15910,CHN,Asia,China,2020-12-07,0.01,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15909,CHN,Asia,China,2020-12-06,0.01,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15908,CHN,Asia,China,2020-12-05,0.013,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15907,CHN,Asia,China,2020-12-04,0.01,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15906,CHN,Asia,China,2020-12-03,0.013,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15905,CHN,Asia,China,2020-12-02,0.012,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15904,CHN,Asia,China,2020-12-01,0.006,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15903,CHN,Asia,China,2020-11-30,0.008,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15902,CHN,Asia,China,2020-11-29,0.013,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15901,CHN,Asia,China,2020-11-28,0.008,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
